key	parent_key	code	titulo
100		A	Raw Materials, Chemicals, Paper, Fuel
101		B	Herramientas y equipos industriales
102		C	Suministros y componentes
103		D	Suministros y equipos de construcción, edificaciones y transportes
104		E	Productos farmacéuticos, y suministros y equipos de ensayo, de laboratorio y médicos
105		F	Suministros y equipos de servicios, limpieza y comida
106		G	Suministros y equipos tecnológicos, de comunicaciones y de negocios
107		H	Suministros y equipos de defensa y seguridad
108		I	Suministros y equipos de consumo, domésticos y personales
107413	109	86000000	Servicios Educativos y de Formación
107414	107413	86100000	Formación profesional
107415	107413	86110000	Sistemas educativos alternativos
107416	107413	86120000	Instituciones educativas
107417	107413	86130000	Servicios educativos especializados
107418	107413	86140000	Instalaciones educativas
107419	109	90000000	Servicios de Viajes
107420	107419	90100000	Restaurantes y catering (servicios de comidas y bebidas)
107421	107419	90110000	Instalaciones hoteleras
107422	107419	90120000	Facilitación de viajes
107423	107419	90130000	Artes interpretativas
107424	107419	90140000	Deportes comerciales
107425	107419	90150000	Servicios de entretenimiento
107426	109	91000000	Servicios Personales y Domésticos
107427	107426	91100000	Aspecto personal
107428	107426	91110000	Asistencia doméstica y personal
107429	109	92000000	Servicios de Defensa Nacional
107430	107429	92100000	Orden público y seguridad
107431	107429	92110000	Servicios militares o defensa nacional
107432	107429	92120000	Seguridad y protección personal
107433	109	93000000	Servicios Políticos y de Asuntos Cívicos
107434	107433	93100000	Sistemas e instituciones políticas
107435	107433	93110000	Condiciones sociopolíticas
107436	107433	93120000	Relaciones internacionales
107437	107433	93130000	Ayuda y asistencia humanitaria
107438	107433	93140000	Servicios comunitarios y sociales
107439	107433	93150000	Servicios de administración y financiación pública
107440	109	94000000	Organizaciones y Clubes
107441	107440	94100000	Organizaciones laborales
107443	107440	94110000	Organizaciones religiosas
107444	107440	94120000	Clubes
107445	107440	94130000	Organizaciones
107446	100188	10191701	Trampas para control de animales
107452	101842	26121613	Insulated or covered cable
107457	100067	10131506	Livestock stables
107461	117163	10131700	Animal habitats
107481	100782	14111705	Servilletas de papel
107482	100754	14121501	Bleached paperboard
107483	100754	14121502	Unbleached paperboard
107484	100752	14121600	Papel de seda
107485	107484	14121601	Unbleached crepe papers
107486	107484	14121602	Semi bleached crepe papers
107487	107484	14121603	Wet strength tissue papers
107488	107484	14121604	Acid free tissue papers
107489	100752	14121700	Papeles laminados
107490	107489	14121701	Papers bonded with film
107491	107489	14121702	Cylinder papers or multi layer heavyweight paper
107492	100752	14121800	Papeles bañados
107493	107492	14121801	Clay coated papers
107494	107492	14121802	Polyethylene coated papers
107495	107492	14121803	Polyester coated papers
107496	107492	14121804	Silicone coated papers
107497	100752	14121900	Papel prensa y de offset
107499	107497	14121902	Colored newsprint
107500	107497	14121903	High brightness newsprint
107501	107497	14121904	Offset paper
107504	100836	15131600	Instalación de combustible de fisión
107513	101265	24102200	Herramientas para envasado
107515	101342	24111811	Bombonas
107516	101334	24112501	Slotted corrugated cartons
107519	178427	24113109	Molded box
107522	101264	24140000	Suministros de embalaje
107523	107522	24141500	Suministros para seguridad y protección
107526	101429	25102100	Camiones tractores
107527	107526	25102101	Low cab forward tractors
107528	107526	25102102	Long nose tractors with sleeper
107529	107526	25102103	Long nose tractors without sleeper
107530	107526	25102104	Cab over engine tractors with sleeper
107531	107526	25102105	Cab over engine tractors without sleeper
107532	101465	25111900	Sistemas y premontajes de embarcaciones marítimas
107533	107532	25111901	Marine craft communications systems
107537	101666	25173100	Sistemas y componentes de localización y navegación
107539	101666	25173300	Sistemas de control principal
107544	101428	25180000	Carrocerías y remolques
107545	107544	25181700	Remolques para productos y materiales
107546	107545	25181701	Container trailers
107548	107545	25181703	Livestock trailers
107553	101428	25190000	Equipo para servicios de transporte
107555	107553	25191600	Equipo y sistemas de apoyo para transporte espacial
107557	101742	26101700	Accesorios y componentes de motor
107558	101742	26101400	Motor or generator components
107560	101791	26111712	Nickel hydrogen batteries
107561	101791	26111713	Thermal batteries
107562	101971	27111500	Herramientas de corte y estaje y punzones
107565	101971	27111600	Herramientas de perfilar
107569	101971	27111700	Llaves inglesas y guías
107575	101971	27111800	Herramientas de medida y bocetaje
107581	101971	27111900	Herramientas gruesas y de acabado
107585	101971	27112000	Herramientas de jardinería
107586	101971	27112100	Prensa para cañería
107592	101971	27112200	Herramientas de albañilería y hormigón
107595	101971	27112300	Herramientas de marcar
107598	101971	27112400	Herramientas de inserción y ajuste
107601	101971	27112500	Herramientas para apalancar y curvar
107605	101971	27112600	Herramientas para precintar
107627	102497	30171901	Double hung window frames
107628	102497	30171902	Single hung window frames
107629	102497	30171903	Casement window frames
107630	102497	30171904	Horizontal slider window frames
107631	102497	30171905	Tilt or transom window frames
107632	102497	30171906	Fixed window frames
107672	103649	41121500	Equipo y suministros de pipetas y manipulación de líquidos
107673	117023	41121804	Laboratory flasks
107674	117023	41121803	Laboratory beakers
107677	104066	41113115	Radon detectors
107679	117411	43222800	Equipo de telefonía
107687	117492	43222901	Line conditioners
107691	117374	43211603	Port replicators
107698	104856	43201559	Serial port cards
107699	104856	43201522	Parallel port cards
107700	127939	43201407	Peripheral controller cards
107701	104856	43201531	Video capture boards
107702	117442	43221702	Equipo de acceso de televisión
107703	117442	43221704	Equipo básico de radio
107707	104895	43211902	Liquid crystal display LCD panels or monitors
107709	104899	43212104	Impresoras de chorro de tinta
107712	117334	43201601	Computer chassis
107713	117334	43201602	Network equipment chassis
107718	117456	43222610	Network service concentrators or hubs
107719	117456	43222609	Network routers
107723	117456	43222630	Multistation access units
107727	117456	43222628	Modems
107729	117456	43222629	Modem banks
107730	117456	43222608	Network repeaters
107731	104789	43200000	Componentes para tecnología de la información
107734	117356	43202004	Disquetes
107736	117356	43202002	Cintas vírgenes
107739	105169	44122100	Suministros de sujeción
107750	105325	46190000	Protección contra incendios
107751	107750	46191500	Prevención contra incendios
107752	107751	46191502	Heat detectors
107753	107750	46191600	Equipo contra incendios
107754	107753	46191601	Extintores
107755	107753	46191602	Fire sprinkler systems
107756	107753	46191603	Fire hoses or nozzles
107757	107753	46191604	Fire blankets
107758	107753	46191605	Fire suppression hand tools
107759	107753	46191606	Fire suppression foam or similar compounds
107760	105553	47121602	Vacuum cleaners
107763	105633	48101710	Drinking fountains or bubblers
107764	105633	48101711	Bottled water dispensers or accessories
107765	105591	48110000	Máquinas expendedoras
107788	105863	49201600	Weight and resistance training equipment
107795	106945	52131600	Persianas
107800	106945	52131700	Accesorios y ferretería para tratamiento de ventanas
107803	107318	70101500	Explotaciones pesqueras
107804	107803	70101501	Commercial fishing operations
107805	107803	70101502	Fishing port services
107806	107803	70101503	Fishing onshore facilities
107807	107803	70101504	Deep sea fishing operations
107810	107803	70101507	Trawling
107813	107803	70101510	Fishing nets
107814	107318	70101600	Vigilancia pesquera
107815	107814	70101601	Fishery information or documentation services
107816	107814	70101602	Fishery research or experimentation services
107817	107814	70101603	Fishery data collection or distribution
107821	107814	70101607	Fishery resources protection or conservation
107822	107318	70101700	Industria y tecnología pesquera
107823	107822	70101701	Fishing technology services
107824	107822	70101702	Fishery by products production services
107825	107822	70101703	Fish production
107826	107822	70101704	Fish storage
107827	107318	70101800	Recursos pesqueros
107828	107827	70101801	Inland water fishery resources
107829	107827	70101802	Fish pond resources
107830	107827	70101803	Fish hatcheries
107831	107827	70101804	Fish ranches
107832	107827	70101805	Fishery by product resources
107833	107827	70101806	Fisheries resource evaluation
107834	107318	70101900	Acuicultura
107835	107834	70101901	Mariculture
107836	107834	70101902	Ostreiculture
107837	107834	70101903	Shellfish culture
107838	107834	70101904	Shrimp farming
107839	107834	70101905	Fish farming
107840	107319	70111500	Plantas y árboles ornamentales
107841	107840	70111501	Planting services or ornamental plant or bush or tree
107842	107840	70111502	Pruning services or ornamental plant or bush
107843	107840	70111503	Tree trimming services
107844	107840	70111504	Bracing services
107845	107840	70111505	Tree surgery services
107846	107840	70111506	Arborist services
107847	107840	70111507	Removal services or ornamental plant or bush or tree
107848	107840	70111508	Plants or ornamental tree spraying services
107849	107319	70111600	Plantas de flor
107853	107319	70111700	Parques
107854	107853	70111701	Orchard management or maintenance services
107855	107853	70111702	Vineyard management or maintenance services
107856	107853	70111703	Servicios de plantación o mantenimiento de jardines
107857	107853	70111704	Horticultural counseling services
107859	107853	70111706	Lawn care services
107860	107853	70111707	Highway lawn maintenance services
107861	107853	70111708	Mulching services
107862	107853	70111709	Seeding services
107863	107853	70111710	Mowing services
107864	107853	70111711	Sprigging services
107865	107853	70111712	Parks or gardens spraying services
107866	107853	70111713	Servicios de gestión o mantenimiento de parques
107867	107320	70121500	Industria lechera
107868	107867	70121501	Dairy herd management
107869	107867	70121502	Dairy industry development
107870	107867	70121503	Dairy technology
107871	107867	70121504	Dairy laboratories services
107872	107867	70121505	Dairy farm in house processing
107873	107320	70121600	Industria ganadera
107874	107873	70121601	Livestock breeding
107875	107873	70121602	Livestock genetics services
107876	107873	70121603	Sericulture
107877	107873	70121604	Animal husbandry
107878	107873	70121605	Farm rearing systems
107879	107873	70121606	Poultry production services
107880	107873	70121607	Small animal breeding services
107881	107873	70121608	Bovine production services
107882	107873	70121610	Apiculture
107883	107320	70121700	Gestión ganadera
107884	107883	70121701	Livestock selection
107886	107883	70121703	Livestock slaughtering services
107887	107883	70121704	Herd management
107888	107883	70121705	Livestock breeding or grooming services
107889	107320	70121800	Industria de animales domésticos
107890	107889	70121801	Pet breeding services
107891	107889	70121802	Pet grooming services
107892	107889	70121803	Kennels services
107893	107320	70121900	Servicios de pastos y dehesas
107894	107893	70121901	Pasture improvement
107895	107893	70121902	Range management
107896	107893	70121903	Range research
107897	107320	70122000	Salud animal
107898	107897	70122001	Animal nutrition
107899	107897	70122002	Animal disease control
107900	107897	70122003	Animal trypanosomiasis
107901	107897	70122004	Foot or mouth control services
107902	107897	70122005	Animal health preventive medication services
107903	107897	70122006	Animal vaccination services
107904	107897	70122007	Veterinary administration
107905	107897	70122008	Veterinary laboratory technology
107906	107897	70122009	Animal hospital services
107907	107897	70122010	Animal health information services
107908	107321	70131500	Protección del terreno y del suelo
107909	107908	70131501	Evaluación de la desertificación o servicios de control
107910	107908	70131502	Servicios de conservación o protección del suelo
107911	107908	70131503	Servicios de control de la erosión
107914	107908	70131506	Mejora del suelo
107915	107321	70131600	Preparación del terreno y del suelo
107916	107915	70131601	Servicios de aplicación de fertilizantes
107918	107915	70131603	Plowing services
107919	107915	70131604	Seed bed preparation services
107920	107915	70131605	Servicios de tratamiento químico del suelo
107921	107321	70131700	Gestión del terreno y del suelo
107922	107921	70131701	Land use planning
107923	107921	70131702	Land evaluation
107924	107921	70131703	Land reclamation
107925	107921	70131704	Agro ecological zones assessment or planning
107926	107921	70131705	Soil classification
107927	107921	70131706	Watershed management
107930	107322	70141500	Producción de cultivos
107931	107930	70141501	Seed production services
107933	107930	70141503	Grass or fodder production
107937	107930	70141507	Sugarbeet or sugarcane production
107938	107930	70141508	Nut production
107942	107930	70141512	Grain or legume production
107945	107930	70141515	Roots or tubers production
107946	107930	70141516	Cereals production
107950	107930	70141520	Vegetable production
107951	107322	70141600	Protección de cultivos
107952	107951	70141601	Servicios de fumigación de cultivos
107953	107951	70141602	Servicios de control biológico
107955	107951	70141604	Servicios de herbicidas
107956	107951	70141605	Servicios integrados de gestión de plagas
107959	107322	70141700	Gestión de cultivos
107960	107959	70141701	Servicios de invernaderos
107961	107959	70141702	Servicios de fertilizantes
107970	107322	70141800	Plantación y cultivo de cultivos
107971	107970	70141801	Orchard tree or vine planting services
107972	107970	70141802	Sprout or twig services
107973	107970	70141803	Crop cultivating services
107974	107970	70141804	Crop planting services
107975	107322	70141900	Cosecha de cultivos
107976	107975	70141901	Cash grains harvesting services
107977	107975	70141902	Fruit or tree nuts harvesting services
107978	107975	70141903	Field crop harvesting services
107979	107975	70141904	Seed harvesting services
107980	107322	70142000	Elaboración de cultivos posterior a la cosecha
107981	107980	70142001	Silos related services
107982	107980	70142002	Grain dryers services
107983	107980	70142003	Crop processing services
107984	107980	70142004	Field crops market preparation services
107985	107980	70142005	Cash grain crops market preparation services
107986	107980	70142006	Vegetable crops market preparation services
107987	107980	70142007	Fruit crops market preparation services
107988	107980	70142008	Tree nut crops market preparation services
107989	107980	70142009	Ginning services
107990	107980	70142010	Crop cleaning services
107991	107980	70142011	Cooling or refrigeration services
107993	107323	70151500	Gestión de cultivos forestales
107994	107993	70151501	Forest resources management services
107998	107993	70151505	Forest inventory
107999	107993	70151506	Forest monitoring or evaluation
108000	107993	70151507	Afforestation services
108003	107993	70151510	Forest sectoral planning
108004	107323	70151600	Industria forestal
108005	108004	70151601	Nonwood production services
108006	108004	70151602	Essential oils production
108007	108004	70151603	Timber production services
108008	108004	70151604	Dyes production
108009	108004	70151605	Edible forestry production
108010	108004	70151606	Wood testing services
108012	107323	70151700	Cosecha forestal
108013	108012	70151701	Logging or felling
108015	108012	70151703	Forest harvesting specialized operations
108018	108012	70151706	Temperate forest harvesting
108020	107323	70151800	Servicios de conservación forestal
108021	108020	70151801	Conservation of forest genetic resources
108022	108020	70151802	Forest protection services
108023	108020	70151803	Forest arid land rehabilitation
108024	108020	70151804	Forest wind breaks or shelter belts
108025	108020	70151805	Forest reserves or parks conservation services
108026	108020	70151806	Forestry watershed management
108027	108020	70151807	Forestry torrent control
108028	107323	70151900	Recursos forestales
108029	108028	70151901	Forest resources development
108030	108028	70151902	Agroforestry resources
108031	108028	70151903	Fuel wood resources
108038	107324	70161500	Fauna
108039	108038	70161501	Protección de la fauna
108040	107324	70161600	Flora
108041	108040	70161601	Protección de la flora
108042	107324	70161700	Ecosistemas
108043	108042	70161701	Ecodevelopment services
108044	108042	70161702	Servicios de gestión del ecosistema marino
108045	108042	70161703	Terrestrial ecosystem management services
108046	108042	70161704	Servicios de protección de ecosistemas
108047	107317	70170000	Desarrollo y vigilancia de recursos hidráulicos
108048	108047	70171500	Desarrollo
108049	108048	70171501	Servicios de evaluación de la calidad del agua
108050	108048	70171502	Servicios de planificación de recursos hidráulicos
108051	108048	70171503	Inspección del agua superficial o terrestre
108052	108048	70171504	Servicios de cartografía de recursos hidráulicos
108053	108048	70171505	River basin development
108054	108048	70171506	Ground or surface water modeling services
108055	108047	70171600	Vigilancia
108056	108055	70171601	Gestión de la calidad del agua
108057	108055	70171602	Servicios de comprobación del agua
108058	108055	70171603	Floodplain management
108059	108055	70171604	Servicios de asesoría de conservación del agua
108060	108055	70171605	Water rights advisory services
108061	108055	70171606	Servicios de recuperación de recursos hidráulicos
108062	108055	70171607	Water pricing services
108063	108047	70171700	Riego
108064	108063	70171701	Canal maintenance or management services
108065	108063	70171702	Servicios de mantenimiento o gestión de presas
108066	108063	70171703	Servicios de mantenimiento o gestión de embalses
108067	108063	70171704	Servicios de mantenimiento o gestión de estaciones de bombeo
108068	108063	70171705	Servicios de mantenimiento o gestión de canalizaciones
108069	108063	70171706	Dike or embankment maintenance or management services
108070	108063	70171707	Servicios de mantenimiento y gestión de pozos de agua
108071	108063	70171708	Servicios de asesoría de riego
108072	108063	70171709	Servicios de gestión de sistemas de riego
108073	108047	70171800	Servicios de drenaje
108074	108073	70171801	Land drainage services
108075	108073	70171802	Storm water drainage
108076	108073	70171803	Servicios de protección o control de inundaciones
108083	107326	71101700	Extraction
108111	114072	71141100	Well plugging and abandonment services
108116	107329	72101500	Servicios de apoyo para la construcción
108117	108116	72101501	Servicios de lampistería
108118	165366	72153402	Scaffolding services
108119	165366	72153401	Rigging services
108120	108116	72101504	Servicios a prueba de accidentes o contingencias
108136	165367	72153504	High pressure water blasting
108139	165371	72153612	Interior design or decorating
108148	107329	72102100	Control de plagas
108149	108148	72102101	Bird proofing services
108150	108148	72102102	Termite control services
108151	108148	72102103	Extermination or fumigation services
108152	108148	72102104	Structural pest control
108153	108148	72102105	Animal trapping
108154	108148	72102106	Rodent control
108164	108116	72101510	Plumbing system maintenance or repair
108165	108116	72101511	Air conditioning installation or maintenance or repair service
108187	108116	72101508	Floor cleaning services
108249	107334	73101600	Chemicals and fertilizers production
108275	107335	73111500	Wood processing
108324	107337	73131500	Elaboración de bebidas
108333	107337	73131600	Elaboración de carne
108342	107337	73131700	Elaboración de frutas y verduras
108346	107337	73131800	Elaboración de lácteos y huevos
108351	107337	73131900	Elaboración de granos
108358	107338	73141500	Producción de fibra
108367	107338	73141600	Elaboración de hebra e hilo
108370	107338	73141700	Producción de telas y cuero
108383	107339	73151500	Servicios de montaje
108384	108383	73151501	Assembly line work
108385	107339	73151600	Servicios de envasado
108390	107339	73151700	Tratamiento de materiales
108394	107341	73161500	Fabricación de maquinaria
108414	107341	73161600	Fabricación de equipos de transporte
108422	107342	73171500	Fabricación de productos eléctricos
108423	108422	73171501	Power generation or transmission or distribution equipment manufacture services
108424	108422	73171502	Dry or storage battery manufacture services
108425	108422	73171503	Electrical tools manufacture services
108426	108422	73171504	Measuring or testing instruments manufacture services
108428	108422	73171506	Communication equipment manufacture services
108429	108422	73171507	Electrical household appliances manufacture services
108432	108422	73171510	Electrical accessories or supplies manufacture services
108433	108422	73171511	Electronic equipment manufacture services
108434	108422	73171512	Electronic computers or data processing equipment manufacture services
108435	107342	73171600	Fabricación de instrumentos de precisión
108437	108435	73171602	Medical or dental equipment manufacture services
108440	108435	73171605	Laboratory equipment manufacture services
108441	107349	76101500	Desinfección
108445	107349	76101600	Descontaminación de materiales peligrosos
108446	108445	76101601	Servicios de descontaminación radiactiva
108447	108445	76101602	Descontaminación o eliminación de amianto
108448	107350	76111500	Servicios de limpieza de edificios y oficinas en general
108449	108448	76111501	Building cleaning services
108451	108448	76111503	Lighting maintenance services
108452	108448	76111504	Window or window blind cleaning services
108453	107350	76111600	Servicios de limpieza de componentes de edificios
108454	108453	76111601	Acoustical tile or ceiling cleaning services
108455	108453	76111602	Air duct cleaning
108456	108453	76111603	Chimney cleaning
108457	108453	76111604	Floor waxing or carpet cleaning
108458	108453	76111605	Exhaust hood or fan clearing
108460	165367	72153505	Construction site clean up service
108461	165367	72153507	Construction site haul away service
108462	107351	76121500	Recogida y eliminación de desechos
108463	108462	76121501	Recogida
108464	108462	76121502	Recogida
108465	108462	76121503	Street cleaning services
108466	107351	76121600	Eliminación de residuos no peligrosos
108467	108466	76121601	Garbage dump
108468	108466	76121602	Operaciones sanitarias en vertederos
108469	108466	76121603	Sludge disposal
108470	108466	76121604	Dead animal disposal services
108471	107351	76121700	Tratamiento de residuos líquidos
108472	108471	76121701	Servicios de tratamiento de aguas residuales
108473	108471	76121702	Servicios de tratamiento químico
108474	107351	76121800	Tratamiento de desechos
108476	107351	76121900	Eliminación de residuos peligrosos
108477	108476	76121901	Eliminación de residuos médicos
108478	108476	76121902	Recogida
108479	108476	76121903	Detoxificación química
108480	107352	76131500	Tratamiento de residuos nucleares
108483	107352	76131600	Limpieza de vertidos tóxicos
108486	107352	76131700	Limpieza de vertidos de petróleo
108489	107354	77101500	Valoración de impacto medioambiental
108490	108489	77101501	Valoración de riesgo o peligro
108491	108489	77101502	Estándares medioambientales
108492	108489	77101503	Análisis de indicadores medioambientales
108493	108489	77101504	Servicios de evaluación de impacto medioambiental (EIA)
108494	108489	77101505	Control medioambiental
108495	107354	77101600	Planificación medioambiental
108496	108495	77101601	Planificación de desarrollo medioambiental urbano
108497	108495	77101602	Planificación de estrategia de conservación forestal
108498	108495	77101603	Planificación de estrategia de conservación marítima
108499	108495	77101604	Gestión de recursos naturales o servicios de planificación de estrategia de conservación
108500	108495	77101605	Construcción o planificación de instituciones medioambientales
108501	107354	77101700	Servicios de asesoría medioambiental
108502	108501	77101701	Environmental sciences advisory services
108503	108501	77101702	Environmental chemistry advisory services
108504	108501	77101703	Environmental ethics advisory services
108505	108501	77101704	Environmental technology advisory services
108506	108501	77101705	Environmental economics advisory services
108507	108501	77101706	Environmental law advisory services
108508	108501	77101707	Ecology advisory services
108509	107354	77101800	Auditoria medioambiental
108510	108509	77101801	Environmental information systems
108511	108509	77101802	Corporate environmental auditing services
108512	108509	77101803	Sectoral environmental auditing services
108513	108509	77101804	Activity specific environmental auditing services
108514	108509	77101805	Environmental quality control services
108515	108509	77101806	Environmental security control services
108516	107354	77101900	Servicios de investigación de la contaminación
108517	108516	77101901	Industrial site investigation
108518	108516	77101902	Industrial waste site investigation
108519	108516	77101903	Gasworks site investigation
108520	108516	77101904	Chemical works or oil refinery waste site investigation
108521	108516	77101905	Wood treatment plant site investigation
108522	108516	77101906	Oil depot or terminal site investigation
108523	108516	77101907	Dry cleaning plants site investigation
108524	108516	77101908	Foundry site investigation
108525	108516	77101909	Recycling plant site investigation
108526	108516	77101910	Food processing plant site investigation
108527	107355	77111500	Servicios de seguridad medioambiental
108528	108527	77111501	Landscape protection services
108529	108527	77111502	Ozone protection services
108530	108527	77111503	Food or feed contamination protection services
108531	108527	77111504	Genetic resources protection services
108532	108527	77111505	Toxic substances protection services
108533	108527	77111506	Radiation protection services
108534	108527	77111507	Endangered species protection services
108535	108527	77111508	Natural risks or hazards protection services
108536	107355	77111600	Rehabilitación medioambiental
108537	108536	77111601	Industrial site rehabilitation
108538	108536	77111602	Environmental decontamination services
108539	108536	77111603	Land rehabilitation services
108540	107353	77120000	Seguimiento
108541	108540	77121500	Contaminación del aire
108542	108541	77121501	Gestión de la calidad del aire
108544	108541	77121503	Servicios de protección de la contaminación del aire
108545	108541	77121504	Servicios de control o medida de la contaminación del aire
108551	108540	77121600	Contaminación del suelo
108552	108551	77121601	Servicios de protección de la contaminación del suelo
108553	108551	77121602	Servicios de eliminación de suelos contaminados
108554	108551	77121603	Tratamiento o rehabilitación de suelos contaminados
108555	108551	77121604	Servicios de asesoría de la contaminación del suelo
108556	108551	77121605	Cartografía de la contaminación del suelo
108557	108551	77121606	Medición o control de la contaminación del suelo
108558	108551	77121607	Evaluación de la contaminación por fertilizantes orgánicos
108559	108551	77121608	Evaluación de la contaminación por pesticidas
108560	108551	77121609	Evaluación de la contaminación por nitratos
108561	108551	77121610	Evaluación de la contaminación por fosfatos
108562	108540	77121700	Contaminación del agua
108563	108562	77121701	Control y detección de la contaminación de aguas superficiales
108564	108562	77121702	Servicios de rehabilitación de la contaminación de aguas superficiales
108565	108562	77121703	Servicios de protección de aguas residuales
108566	108562	77121704	Servicios de tratamiento de aguas residuales
108567	108562	77121705	Surface water pollution drainage services
108568	108562	77121706	Transboundary water pollution management or control services
108569	108562	77121707	Servicios de control y detección de la contaminación de aguas subterráneas
108570	108562	77121708	Servicios de drenaje de la contaminación de aguas subterráneas
108571	108562	77121709	Tratamiento o rehabilitación de la contaminación de aguas subterráneas
108572	107356	77131500	Contaminación por petróleo
108573	108572	77131501	Oil spillage monitoring services
108574	108572	77131502	Oil spillage control services
108575	108572	77131503	Oil spillage rehabilitation services
108576	107356	77131600	Contaminación acústica
108577	108576	77131601	Noise control services
108578	108576	77131602	Noise pollution protection services
108579	108576	77131603	Noise pollution monitoring services
108580	108576	77131604	Noise pollution advisory services
108581	107356	77131700	Contaminación de sustancias tóxicas
108584	107358	78101500	Transporte aéreo de carga
108585	108584	78101501	Domestic air cargo transport
108586	108584	78101502	International air cargo transport
108587	107358	78101600	Transporte de carga por ferrocarril
108588	108587	78101601	Boxcar transport services
108589	108587	78101602	Bulk cargo rail transport services
108590	108587	78101603	Livestock rail transport
108591	108587	78101604	Vehicle transport services
108592	107358	78101700	Transporte de carga marítimo
108593	108592	78101701	Domestic vessel transport services
108594	108592	78101702	International vessel transport services
108595	108592	78101703	Domestic barge transport services
108596	108592	78101704	International barge transport services
108597	107358	78101800	Transporte de mercancías por carretera
108598	108597	78101801	Servicios de transporte local en camión
108599	108597	78101802	Servicios de transporte regional o nacional en camión
108600	108597	78101803	Servicios de transporte de vehículos
108601	107358	78101900	Transporte de carga intermodal
108602	108601	78101901	Air to ocean transportation
108603	108601	78101902	Ocean to rail transportation
108604	108601	78101903	Ocean to truck transportation
108605	108601	78101904	Air to truck transport
108606	107358	78102000	Transporte de carga por aeronave
108609	107358	78102100	Servicios de tuberías
108610	108609	78102101	Petroleum products transport
108611	108609	78102102	Water transport
108612	107358	78102200	Servicios postales
108613	108612	78102201	National postal delivery services
108614	108612	78102202	Post office box services
108615	108612	78102203	Mailing or mail pick up or delivery services
108616	108612	78102204	Letter or small parcel worldwide delivery services
108617	108612	78102205	Letter or small parcel local delivery services
108618	108612	78102206	Bicycle or scooter messenger services
108619	107359	78111500	Transporte aéreo de pasajeros
108620	108619	78111501	Servicios de helicóptero
108621	108619	78111502	Viajes en aviones comerciales
108622	108619	78111503	Viajes en vuelos chárteres
108623	107359	78111600	Transporte por ferrocarril de pasajeros
108624	108623	78111601	Light rail vehicle transport LRV services
108625	108623	78111602	Subway transport
108626	108623	78111603	Continental or inter continental rail services
108627	107359	78111700	Transporte marino de pasajeros
108628	108627	78111701	Water taxis
108629	108627	78111702	Overnight ship cruises
108631	107359	78111800	Transporte por carretera de pasajeros
108633	108631	78111802	Servicios de autobuses regulares
108634	108631	78111803	Servicios de autobuses contratados
108635	108631	78111804	Servicios de taxi
108636	107359	78111900	Transporte espacial
108638	107360	78121500	Envasado
108639	108638	78121501	Transporte en contenedores
108641	107360	78121600	Servicios de manipulación de materiales
108642	108641	78121601	Del flete
108644	107361	78131500	Almacenaje de productos agrícolas
108645	108644	78131501	Silo services
108646	108644	78131502	Grain elevator services
108647	107361	78131600	Almacenaje de mercancía en general
108648	108647	78131601	Palletized cargo storage
108649	107361	78131700	Almacenaje a granel
108650	108649	78131701	In ground storage services
108651	107361	78131800	Depósito y almacenaje especializado
108652	108651	78131801	Refrigerated storage
108653	108651	78131802	Customs bonded storage services
108654	108651	78131803	Hazardous materials storage
108655	107362	78141500	Arreglos de transporte
108656	108655	78141501	Servicios de expedición de carga
108657	108655	78141502	Servicios de agencia aduanera
108658	108655	78141503	Transportation industry tariff comparison or freight audit services
108659	107362	78141600	Inspección
108660	108659	78141601	Packing inspection services
108661	108659	78141602	Cargo survey services
108662	108659	78141603	Pest control inspections
108663	107362	78141700	Servicios de navegación
108664	108663	78141701	Tugboat services
108665	108663	78141702	Drawbridge operations
108666	107362	78141800	Servicios de terminales
108667	108666	78141801	Stevedoring services
108668	108666	78141802	Vessel docking services
108669	108666	78141803	Vessel stores services
108670	107364	80101500	Servicios de consultoría de administración empresarial y comercial
108671	108670	80101501	New business start up consultation services
108672	108670	80101502	Corporate mergers consultation services
108673	108670	80101503	Corporate divestiture consultation services
108674	108670	80101504	Strategic planning consultation services
108675	108670	80101505	Corporate objectives or policy development
108676	108670	80101506	Organizational structure consultation
108677	107364	80101600	Gestión de proyectos
108678	108677	80101601	Feasibility studies or screening of project ideas
108679	108677	80101602	Regional or location studies for projects
108680	108677	80101603	Economic or financial evaluation of projects
108681	108677	80101604	Project administration or planning
108682	107364	80101700	Gestión industrial
108684	108682	80101702	Productivity or efficiency studies or implementation
108685	108682	80101703	Specification standardization services
108686	108682	80101704	Supply chain analysis or re engineering services
108688	107365	80111500	Desarrollo de recursos humanos
108689	108688	80111501	Management development
108690	108688	80111502	Compensation or benefits planning
108691	108688	80111503	Labor or union relations
108692	108688	80111504	Labor training or development
108693	107365	80111600	Servicios de personal temporal
108694	108693	80111601	Temporary clerical or administrative assistance
108695	108693	80111602	Temporary marketing staff needs
108696	108693	80111603	Temporary production staffing needs
108697	108693	80111604	Temporary technician staffing needs
108698	108693	80111605	Temporary financial staffing needs
108699	108693	80111606	Temporary medical staffing needs
108700	108693	80111607	Temporary legal staffing needs
108701	108693	80111608	Temporary information technology software developers
108702	108693	80111609	Temporary information technology systems or database administrators
108703	108693	80111610	Temporary information technology networking specialists
108704	107365	80111700	Contratación de personal
108705	108704	80111701	Staff recruiting services
108706	108704	80111702	Reference or background check services
108707	108704	80111703	Resume or curriculum vitae screening services
